content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Kenapa yah mau masuk akun aj susah banget tolong dong di bikin gampang,3,Netral,kenapa yah mau masuk akun aj susah banget tolong dong di bikin gampang,yah masuk akun aj susah banget tolong bikin gampang,"['yah', 'masuk', 'akun', 'aj', 'susah', 'banget', 'tolong', 'bikin', 'gampang']",yah masuk akun aj susah banget tolong bikin gampang
saran saja... Buat tukang pos Pengirim.. klo gk tau alamat pembeli di situ kan ada no tlp.. Knp gk dtlp.. Trus barang gk sampai2,5,Positif,saran saja buat tukang pos pengirim klo gk tau alamat pembeli di situ kan ada no tlp knp gk dtlp trus barang gk sampai,saran tukang pos pengirim klo gk tau alamat pembeli situ no tlp knp gk dtlp trus barang gk,"['saran', 'tukang', 'pos', 'pengirim', 'klo', 'gk', 'tau', 'alamat', 'pembeli', 'situ', 'no', 'tlp', 'knp', 'gk', 'dtlp', 'trus', 'barang', 'gk']",saran tukang pos kirim klo gk tau alamat beli situ no tlp knp gk dtlp trus barang gk
Sellu susah dibuka padahal jaringan baik dan WA FB YouTube lancar tapi aplikasi nya QPOSin AJA susah d buka mohon tinggkat kan lg ya kak,4,Positif,sellu susah dibuka padahal jaringan baik dan wa fb youtube lancar tapi aplikasi nya qposin aja susah d buka mohon tinggkat kan lg ya kak,sellu susah dibuka jaringan wa fb youtube lancar aplikasi nya qposin aja susah d buka mohon tinggkat lg ya kak,"['sellu', 'susah', 'dibuka', 'jaringan', 'wa', 'fb', 'youtube', 'lancar', 'aplikasi', 'nya', 'qposin', 'aja', 'susah', 'd', 'buka', 'mohon', 'tinggkat', 'lg', 'ya', 'kak']",sellu susah buka jaring wa fb youtube lancar aplikasi nya qposin aja susah d buka mohon tinggkat lg ya kak
Ok,5,Positif,ok,ok,['ok'],ok
Lg dicoba,5,Positif,lg dicoba,lg dicoba,"['lg', 'dicoba']",lg coba
Mantap membantu banget untuk cod pos🥰😍😍😊,5,Positif,mantap membantu banget untuk cod pos,mantap membantu banget cod pos,"['mantap', 'membantu', 'banget', 'cod', 'pos']",mantap bantu banget cod pos
Kol gak bisa login?,3,Netral,kol gak bisa login,kol gak login,"['kol', 'gak', 'login']",kol gak login
Lemot,4,Positif,lemot,lemot,['lemot'],lot
Aplikasinya saat ini gak bisa dibuka padahal paket COD banyak sekali mau sya kirim hari ini,1,Negatif,aplikasinya saat ini gak bisa dibuka padahal paket cod banyak sekali mau sya kirim hari ini,aplikasinya gak dibuka paket cod sya kirim,"['aplikasinya', 'gak', 'dibuka', 'paket', 'cod', 'sya', 'kirim']",aplikasi gak buka paket cod sya kirim
"Saya mau menanyakan perihal paket COD saya yang gagal antar, di keterangan dituliskan alamat tidak lengkap. padahal saya sudah menuliskan alamat dengan lengkap, nomor telfon penerima juga sudah saya cantumkan. sudah saya tanyakan pula kepada penerima, dia bilang kalau paketnya belum sampai dan tidak ada konfirmasi sama sekali dari pihak pos. kalau memang paketnya masih dalam proses kenapa statusnya harus gagal antar?",1,Negatif,saya mau menanyakan perihal paket cod saya yang gagal antar di keterangan dituliskan alamat tidak lengkap padahal saya sudah menuliskan alamat dengan lengkap nomor telfon penerima juga sudah saya cantumkan sudah saya tanyakan pula kepada penerima dia bilang kalau paketnya belum sampai dan tidak ada konfirmasi sama sekali dari pihak pos kalau memang paketnya masih dalam proses kenapa statusnya harus gagal antar,perihal paket cod gagal keterangan dituliskan alamat lengkap menuliskan alamat lengkap nomor telfon penerima cantumkan penerima bilang paketnya konfirmasi pos paketnya proses statusnya gagal,"['perihal', 'paket', 'cod', 'gagal', 'keterangan', 'dituliskan', 'alamat', 'lengkap', 'menuliskan', 'alamat', 'lengkap', 'nomor', 'telfon', 'penerima', 'cantumkan', 'penerima', 'bilang', 'paketnya', 'konfirmasi', 'pos', 'paketnya', 'proses', 'statusnya', 'gagal']",perihal paket cod gagal terang tulis alamat lengkap tulis alamat lengkap nomor telfon terima cantum terima bilang paket konfirmasi pos paket proses status gagal
"Kirim barang dalam provinsi memakan waktu 10hari-14hari, dan 40% gagal krn kurir malas antar, alasannya alamat tdk lengkap, no hp tdk dpt di hubungi.. Padahal di telfon aja enggk si penerimanya.. Buruk banget.. Minta ongkir di awal jadi pas nganter nya mau sukses mau kaga ya bodo amat si posnya.. SARAN SAYA BUAT YG LAIN, FIKIR LAGI KLO MAU PAKE INI APLIKASI.. KLO MAU COD PAKE TOKOPEDIA DAN LAZADA AJA, BISA KOK KITA BUAT SENDIRI ORDERANNYA.. AMAN DAN PASTI SAMPAI. GAK SEPERTI POS 👎👎",1,Negatif,kirim barang dalam provinsi memakan waktu harihari dan  gagal krn kurir malas antar alasannya alamat tdk lengkap no hp tdk dpt di hubungi padahal di telfon aja enggk si penerimanya buruk banget minta ongkir di awal jadi pas nganter nya mau sukses mau kaga ya bodo amat si posnya saran saya buat yg lain fikir lagi klo mau pake ini aplikasi klo mau cod pake tokopedia dan lazada aja bisa kok kita buat sendiri orderannya aman dan pasti sampai gak seperti pos ,kirim barang provinsi memakan harihari gagal krn kurir malas alasannya alamat tdk lengkap no hp tdk dpt hubungi telfon aja enggk si penerimanya buruk banget ongkir pas nganter nya sukses kaga ya bodo si posnya saran yg fikir klo pake aplikasi klo cod pake tokopedia lazada aja orderannya aman gak pos,"['kirim', 'barang', 'provinsi', 'memakan', 'harihari', 'gagal', 'krn', 'kurir', 'malas', 'alasannya', 'alamat', 'tdk', 'lengkap', 'no', 'hp', 'tdk', 'dpt', 'hubungi', 'telfon', 'aja', 'enggk', 'si', 'penerimanya', 'buruk', 'banget', 'ongkir', 'pas', 'nganter', 'nya', 'sukses', 'kaga', 'ya', 'bodo', 'si', 'posnya', 'saran', 'yg', 'fikir', 'klo', 'pake', 'aplikasi', 'klo', 'cod', 'pake', 'tokopedia', 'lazada', 'aja', 'orderannya', 'aman', 'gak', 'pos']",kirim barang provinsi makan harihari gagal krn kurir malas alas alamat tdk lengkap no hp tdk dpt hubung telfon aja enggk si terima buruk banget ongkir pas nganter nya sukses kaga ya bodo si pos saran yg fikir klo pake aplikasi klo cod pake tokopedia lazada aja order aman gak pos
"Sekarang setelah di update aplikasinya malah tambah gak enak, Sebenarnya di update itu harus baguss ini aplikasinya setelah di update tambah gak bagus 👎👎👎",2,Negatif,sekarang setelah di update aplikasinya malah tambah gak enak sebenarnya di update itu harus baguss ini aplikasinya setelah di update tambah gak bagus ,update aplikasinya gak enak update baguss aplikasinya update gak bagus,"['update', 'aplikasinya', 'gak', 'enak', 'update', 'baguss', 'aplikasinya', 'update', 'gak', 'bagus']",update aplikasi gak enak update baguss aplikasi update gak bagus
Aslinya menguntungkan tapi malah bikin rugi..Barang sudah di terima ..tapi uang gak dintransfer transfer..mohon kurir untuk di tingkatkan.. kasian pos nya bikin jelek namanya .,1,Negatif,aslinya menguntungkan tapi malah bikin rugibarang sudah di terima tapi uang gak dintransfer transfermohon kurir untuk di tingkatkan kasian pos nya bikin jelek namanya ,aslinya menguntungkan bikin rugibarang terima uang gak dintransfer transfermohon kurir tingkatkan kasian pos nya bikin jelek namanya,"['aslinya', 'menguntungkan', 'bikin', 'rugibarang', 'terima', 'uang', 'gak', 'dintransfer', 'transfermohon', 'kurir', 'tingkatkan', 'kasian', 'pos', 'nya', 'bikin', 'jelek', 'namanya']",asli untung bikin rugibarang terima uang gak dintransfer transfermohon kurir tingkat kasi pos nya bikin jelek nama
"Padahal Apk Milik BUMN, Kualitas Dibawah Standar.. Daerah yg saya tuju tidak ditemukan, Tarif ""PAKET POS BIASA"" Mungkin jg tidak tersedia, Tp entahlah Krn pengecekan blm pernah sukses.. Tidak ada perbaikan, Krn Tidak Berguna Saya Harus menghapusnya..",1,Negatif,padahal apk milik bumn kualitas dibawah standar daerah yg saya tuju tidak ditemukan tarif paket pos biasa mungkin jg tidak tersedia tp entahlah krn pengecekan blm pernah sukses tidak ada perbaikan krn tidak berguna saya harus menghapusnya,apk milik bumn kualitas dibawah standar daerah yg tuju ditemukan tarif paket pos jg tersedia tp krn pengecekan blm sukses perbaikan krn berguna menghapusnya,"['apk', 'milik', 'bumn', 'kualitas', 'dibawah', 'standar', 'daerah', 'yg', 'tuju', 'ditemukan', 'tarif', 'paket', 'pos', 'jg', 'tersedia', 'tp', 'krn', 'pengecekan', 'blm', 'sukses', 'perbaikan', 'krn', 'berguna', 'menghapusnya']",apk milik bumn kualitas bawah standar daerah yg tuju temu tarif paket pos jg sedia tp krn kece blm sukses baik krn guna hapus
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
Sangat membantu dalam proses,5,Positif,sangat membantu dalam proses,membantu proses,"['membantu', 'proses']",bantu proses
Utk Aplikasi sih gak ada yg error..yang Error nih di pengiriman..Lambat dan paket kita gak ada yg peduli..di tracking gagal antar hampir 2 minggu..kita tanya jawaban CSnya tetep aja..Apa emang begini BUMN ya..beda jauh pelayanan dengan swasta...sdh 2 kali coba..Ampun dah..jangan sekali kali pakai COD Pos dah..rugi perputaran keuangan penjual mana ongkir bayar dulu pelayanan gak maksimal..,3,Netral,utk aplikasi sih gak ada yg erroryang error nih di pengirimanlambat dan paket kita gak ada yg pedulidi tracking gagal antar hampir  minggukita tanya jawaban csnya tetep ajaapa emang begini bumn yabeda jauh pelayanan dengan swastasdh  kali cobaampun dahjangan sekali kali pakai cod pos dahrugi perputaran keuangan penjual mana ongkir bayar dulu pelayanan gak maksimal,utk aplikasi sih gak yg erroryang error nih pengirimanlambat paket gak yg pedulidi tracking gagal minggukita csnya tetep ajaapa emang bumn yabeda pelayanan swastasdh kali cobaampun dahjangan kali pakai cod pos dahrugi perputaran keuangan penjual ongkir bayar pelayanan gak maksimal,"['utk', 'aplikasi', 'sih', 'gak', 'yg', 'erroryang', 'error', 'nih', 'pengirimanlambat', 'paket', 'gak', 'yg', 'pedulidi', 'tracking', 'gagal', 'minggukita', 'csnya', 'tetep', 'ajaapa', 'emang', 'bumn', 'yabeda', 'pelayanan', 'swastasdh', 'kali', 'cobaampun', 'dahjangan', 'kali', 'pakai', 'cod', 'pos', 'dahrugi', 'perputaran', 'keuangan', 'penjual', 'ongkir', 'bayar', 'pelayanan', 'gak', 'maksimal']",utk aplikasi sih gak yg erroryang error nih pengirimanlambat paket gak yg pedulidi tracking gagal minggukita csnya tetep ajaapa emang bumn yabeda layan swastasdh kali cobaampun dahjangan kali pakai cod pos dahrugi putar uang jual ongkir bayar layan gak maksimal
Maksud dari nih aplikasi apa ya kok gak bisa buat booking terus.. gunanya apa.. masa mau booking harus ke web..... Apa nih aplikasi hanya untuk generate password di web aja.. hm.... Bukannya makin bagus malah makin kacau nih aplikasi,3,Netral,maksud dari nih aplikasi apa ya kok gak bisa buat booking terus gunanya apa masa mau booking harus ke web apa nih aplikasi hanya untuk generate password di web aja hm bukannya makin bagus malah makin kacau nih aplikasi,maksud nih aplikasi ya gak booking gunanya booking web nih aplikasi generate password web aja hm bagus kacau nih aplikasi,"['maksud', 'nih', 'aplikasi', 'ya', 'gak', 'booking', 'gunanya', 'booking', 'web', 'nih', 'aplikasi', 'generate', 'password', 'web', 'aja', 'hm', 'bagus', 'kacau', 'nih', 'aplikasi']",maksud nih aplikasi ya gak booking guna booking web nih aplikasi generate password web aja hm bagus kacau nih aplikasi
Terbaiklah,5,Positif,terbaiklah,terbaiklah,['terbaiklah'],baik
Pengiriman lama,1,Negatif,pengiriman lama,pengiriman,['pengiriman'],kirim
Aplikasi cod kok sering tdk bisa..bikin rugi dan kecewakan pelanggan..pdahal pesenan banyak..masak 24 blm bisa pakai cod..batal semua pesenanku..tlong kalau di perbaiki jgn lama2..pakai layanan cod tp aplikasi blm siap..gmn ini,1,Negatif,aplikasi cod kok sering tdk bisabikin rugi dan kecewakan pelangganpdahal pesenan banyakmasak  blm bisa pakai codbatal semua pesenankutlong kalau di perbaiki jgn lamapakai layanan cod tp aplikasi blm siapgmn ini,aplikasi cod tdk bisabikin rugi kecewakan pelangganpdahal pesenan banyakmasak blm pakai codbatal pesenankutlong perbaiki jgn lamapakai layanan cod tp aplikasi blm siapgmn,"['aplikasi', 'cod', 'tdk', 'bisabikin', 'rugi', 'kecewakan', 'pelangganpdahal', 'pesenan', 'banyakmasak', 'blm', 'pakai', 'codbatal', 'pesenankutlong', 'perbaiki', 'jgn', 'lamapakai', 'layanan', 'cod', 'tp', 'aplikasi', 'blm', 'siapgmn']",aplikasi cod tdk bisabikin rugi kecewa pelangganpdahal sen banyakmasak blm pakai codbatal pesenankutlong baik jgn lamapakai layan cod tp aplikasi blm siapgmn
"Bikinlah aplikasi mobil semudah mungkin jangan ribettt, ini bisa cuman ribert tidak ringkas, ayoo di perbaikin",1,Negatif,bikinlah aplikasi mobil semudah mungkin jangan ribettt ini bisa cuman ribert tidak ringkas ayoo di perbaikin,bikinlah aplikasi mobil semudah ribettt cuman ribert ringkas ayoo perbaikin,"['bikinlah', 'aplikasi', 'mobil', 'semudah', 'ribettt', 'cuman', 'ribert', 'ringkas', 'ayoo', 'perbaikin']",bikin aplikasi mobil mudah ribettt cuman ribert ringkas ayoo perbaikin
Ga guna nih aplikasi ga kepake!!!,1,Negatif,ga guna nih aplikasi ga kepake,ga nih aplikasi ga kepake,"['ga', 'nih', 'aplikasi', 'ga', 'kepake']",ga nih aplikasi ga kepake
Aplikasi jancokkk malah ngrepoti orang kerja pantas pos di tinggal skrg pindah ke tetangga,1,Negatif,aplikasi jancokkk malah ngrepoti orang kerja pantas pos di tinggal skrg pindah ke tetangga,aplikasi jancokkk ngrepoti orang kerja pos tinggal skrg pindah tetangga,"['aplikasi', 'jancokkk', 'ngrepoti', 'orang', 'kerja', 'pos', 'tinggal', 'skrg', 'pindah', 'tetangga']",aplikasi jancokkk ngrepoti orang kerja pos tinggal skrg pindah tetangga
Aplikasi Qposin Sangt bagus Sangt membntu saya dlm bisnis onlin.,4,Positif,aplikasi qposin sangt bagus sangt membntu saya dlm bisnis onlin,aplikasi qposin sangt bagus sangt membntu dlm bisnis onlin,"['aplikasi', 'qposin', 'sangt', 'bagus', 'sangt', 'membntu', 'dlm', 'bisnis', 'onlin']",aplikasi qposin sangt bagus sangt membntu dlm bisnis onlin
"Pegawainya ga ada sopan santun, Auto unsinstall. Kalau swasta bangkrut dah",1,Negatif,pegawainya ga ada sopan santun auto unsinstall kalau swasta bangkrut dah,pegawainya ga sopan santun auto unsinstall swasta bangkrut dah,"['pegawainya', 'ga', 'sopan', 'santun', 'auto', 'unsinstall', 'swasta', 'bangkrut', 'dah']",pegawai ga sopan santun auto unsinstall swasta bangkrut dah
Sangat menyusahkan pedagang membuang banyak waktu dan ga ada keinginan memperbaiki dari pihak POS TIDAK AKAN BISA BERSAING KALO GA CEPAT DIPERBAIKI APLIKASI YG SANGAT BUTUH BANYAK PERBAIKAN,1,Negatif,sangat menyusahkan pedagang membuang banyak waktu dan ga ada keinginan memperbaiki dari pihak pos tidak akan bisa bersaing kalo ga cepat diperbaiki aplikasi yg sangat butuh banyak perbaikan,menyusahkan pedagang membuang ga memperbaiki pos bersaing kalo ga cepat diperbaiki aplikasi yg butuh perbaikan,"['menyusahkan', 'pedagang', 'membuang', 'ga', 'memperbaiki', 'pos', 'bersaing', 'kalo', 'ga', 'cepat', 'diperbaiki', 'aplikasi', 'yg', 'butuh', 'perbaikan']",susah dagang buang ga baik pos saing kalo ga cepat baik aplikasi yg butuh baik
Mantab,5,Positif,mantab,mantab,['mantab'],mantab
"aplikasi tidak berguna, ketika sudah uninstall, dan install ulang, tidak ada menu login, yg ada register dan pulihkan akun (kan bodoh), sudah gitu saat diklik city courier malah gak bisa, pas diklik muncul dikit lalu menghilang. ampass bumn",1,Negatif,aplikasi tidak berguna ketika sudah uninstall dan install ulang tidak ada menu login yg ada register dan pulihkan akun kan bodoh sudah gitu saat diklik city courier malah gak bisa pas diklik muncul dikit lalu menghilang ampass bumn,aplikasi berguna uninstall install ulang menu login yg register pulihkan akun bodoh gitu diklik city courier gak pas diklik muncul dikit menghilang ampass bumn,"['aplikasi', 'berguna', 'uninstall', 'install', 'ulang', 'menu', 'login', 'yg', 'register', 'pulihkan', 'akun', 'bodoh', 'gitu', 'diklik', 'city', 'courier', 'gak', 'pas', 'diklik', 'muncul', 'dikit', 'menghilang', 'ampass', 'bumn']",aplikasi guna uninstall install ulang menu login yg register pulih akun bodoh gitu klik city courier gak pas klik muncul dikit hilang ampass bumn
"Asli kacau pos indonesia .. Masa keterangan nya alamat salah padahal udah komplit alamat nya ,, sampe nama RT nya di sebutin, sampe di kasih tau rumah nya bentuk nya kyak apa masih salah ajaaa?? ASTAGAAAAAA.. Itu nomer HP di paket untuk apa fungsi nya kalo gak di pakai buat hubungin penerima nya ?? Kurir nya emang orang gak bisa baca ? Gak punya inisiatif untuk tlp? Udah SEKALI AJA PAKAI COD POS INDONESIA .. KAPOOKK .. DI TAMBAH LAGI GAK LANGSUNG DI SETOR UANG SETELAH DI TERIMA ... KACAAAAAU !!!",1,Negatif,asli kacau pos indonesia  masa keterangan nya alamat salah padahal udah komplit alamat nya  sampe nama rt nya di sebutin sampe di kasih tau rumah nya bentuk nya kyak apa masih salah ajaaa astagaaaaaa itu nomer hp di paket untuk apa fungsi nya kalo gak di pakai buat hubungin penerima nya  kurir nya emang orang gak bisa baca  gak punya inisiatif untuk tlp udah sekali aja pakai cod pos indonesia  kapookk  di tambah lagi gak langsung di setor uang setelah di terima  kacaaaaau ,asli kacau pos indonesia keterangan nya alamat salah udah komplit alamat nya sampe nama rt nya sebutin sampe kasih tau rumah nya bentuk nya kyak salah ajaaa astagaaaaaa nomer hp paket fungsi nya kalo gak pakai hubungin penerima nya kurir nya emang orang gak baca gak inisiatif tlp udah aja pakai cod pos indonesia kapookk gak langsung setor uang terima kacaaaaau,"['asli', 'kacau', 'pos', 'indonesia', 'keterangan', 'nya', 'alamat', 'salah', 'udah', 'komplit', 'alamat', 'nya', 'sampe', 'nama', 'rt', 'nya', 'sebutin', 'sampe', 'kasih', 'tau', 'rumah', 'nya', 'bentuk', 'nya', 'kyak', 'salah', 'ajaaa', 'astagaaaaaa', 'nomer', 'hp', 'paket', 'fungsi', 'nya', 'kalo', 'gak', 'pakai', 'hubungin', 'penerima', 'nya', 'kurir', 'nya', 'emang', 'orang', 'gak', 'baca', 'gak', 'inisiatif', 'tlp', 'udah', 'aja', 'pakai', 'cod', 'pos', 'indonesia', 'kapookk', 'gak', 'langsung', 'setor', 'uang', 'terima', 'kacaaaaau']",asli kacau pos indonesia terang nya alamat salah udah komplit alamat nya sampe nama rt nya sebutin sampe kasih tau rumah nya bentuk nya kyak salah ajaaa astagaaaaaa nomer hp paket fungsi nya kalo gak pakai hubungin terima nya kurir nya emang orang gak baca gak inisiatif tlp udah aja pakai cod pos indonesia kapookk gak langsung setor uang terima kacaaaaau
"Belum efektif untuk digunakan di kota kecil, karena sepertinya O-Ranger belum ada di semua kota",3,Netral,belum efektif untuk digunakan di kota kecil karena sepertinya oranger belum ada di semua kota,efektif kota oranger kota,"['efektif', 'kota', 'oranger', 'kota']",efektif kota oranger kota
Terlalu lemot lemot lemot dan lemot.. Gak jelas ... Uang yg sudah diterima seharusnya segera disetorkan ke rekening penjual... Masak tiap kali order harus nunggu berhari2 terus...iya kalo uang kecil.. Kalo pas orderannya uang gede macet donk penjualan cuma gara2 pos lelet,1,Negatif,terlalu lemot lemot lemot dan lemot gak jelas  uang yg sudah diterima seharusnya segera disetorkan ke rekening penjual masak tiap kali order harus nunggu berhari terusiya kalo uang kecil kalo pas orderannya uang gede macet donk penjualan cuma gara pos lelet,lemot lemot lemot lemot gak uang yg diterima disetorkan rekening penjual masak kali order nunggu berhari terusiya kalo uang kalo pas orderannya uang gede macet donk penjualan gara pos lelet,"['lemot', 'lemot', 'lemot', 'lemot', 'gak', 'uang', 'yg', 'diterima', 'disetorkan', 'rekening', 'penjual', 'masak', 'kali', 'order', 'nunggu', 'berhari', 'terusiya', 'kalo', 'uang', 'kalo', 'pas', 'orderannya', 'uang', 'gede', 'macet', 'donk', 'penjualan', 'gara', 'pos', 'lelet']",lot lot lot lot gak uang yg terima setor rekening jual masak kali order nunggu hari terusiya kalo uang kalo pas order uang gede macet donk jual gara pos lelet
Gak guna Njirrr.... Mo online booking saja tidak bisa. Apa tidak tersedia Di wilayah tertentu?,1,Negatif,gak guna njirrr mo online booking saja tidak bisa apa tidak tersedia di wilayah tertentu,gak njirrr mo online booking tersedia wilayah,"['gak', 'njirrr', 'mo', 'online', 'booking', 'tersedia', 'wilayah']",gak njirrr mo online booking sedia wilayah
"Membantu usaha mikro.👍👍. Cuman sayang terkadang molor, pernah sampai 1 Minggu 🤦. Tapi best lah👍👍👌",4,Positif,membantu usaha mikro cuman sayang terkadang molor pernah sampai  minggu  tapi best lah,membantu usaha mikro cuman sayang terkadang molor minggu best,"['membantu', 'usaha', 'mikro', 'cuman', 'sayang', 'terkadang', 'molor', 'minggu', 'best']",bantu usaha mikro cuman sayang terkadang molor minggu best
Untuk layanan COD sudah bisa menyeluruh Indonesia atau masih dalam Pulau Jawa saja?,5,Positif,untuk layanan cod sudah bisa menyeluruh indonesia atau masih dalam pulau jawa saja,layanan cod indonesia pulau jawa,"['layanan', 'cod', 'indonesia', 'pulau', 'jawa']",layan cod indonesia pulau jawa
"Gak ada gunanya, apk sampah",1,Negatif,gak ada gunanya apk sampah,gak gunanya apk sampah,"['gak', 'gunanya', 'apk', 'sampah']",gak guna apk sampah
"Membantu.. Tp kok tiba"" G bisa order buat cod kenapa ya?",5,Positif,membantu tp kok tiba g bisa order buat cod kenapa ya,membantu tp g order cod ya,"['membantu', 'tp', 'g', 'order', 'cod', 'ya']",bantu tp g order cod ya
Cod lewat pos banyak leturan melulu.dengan alasan semua sama alamat tidak lengkap.alamat tidak di kenal dan rumah kosong.alesan yang tak bermutu tak mausk akal Yg ada bukan untung tapi buntung harus nombokin bayar ongkir yg retur aja.,1,Negatif,cod lewat pos banyak leturan meluludengan alasan semua sama alamat tidak lengkapalamat tidak di kenal dan rumah kosongalesan yang tak bermutu tak mausk akal yg ada bukan untung tapi buntung harus nombokin bayar ongkir yg retur aja,cod pos leturan meluludengan alasan alamat lengkapalamat kenal rumah kosongalesan bermutu mausk akal yg untung buntung nombokin bayar ongkir yg retur aja,"['cod', 'pos', 'leturan', 'meluludengan', 'alasan', 'alamat', 'lengkapalamat', 'kenal', 'rumah', 'kosongalesan', 'bermutu', 'mausk', 'akal', 'yg', 'untung', 'buntung', 'nombokin', 'bayar', 'ongkir', 'yg', 'retur', 'aja']",cod pos letur meluludengan alas alamat lengkapalamat kenal rumah kosongalesan mutu mausk akal yg untung buntung nombokin bayar ongkir yg retur aja
buat versi ios donk,5,Positif,buat versi ios donk,versi ios donk,"['versi', 'ios', 'donk']",versi ios donk
Gimana cara cetak resinya?,4,Positif,gimana cara cetak resinya,gimana cetak resinya,"['gimana', 'cetak', 'resinya']",gimana cetak resi
Bagus zzz bgt,5,Positif,bagus zzz bgt,bagus zzz bgt,"['bagus', 'zzz', 'bgt']",bagus zzz bgt
"Admin sangat merespon keluhan user, terimakasih atas kerjasamanya... Alhamdulillah usaha saya sampai saat berjalan lancar via aplikasi ini, terutama transaksi via COD.. sukses selalu Pos Indonesia",5,Positif,admin sangat merespon keluhan user terimakasih atas kerjasamanya alhamdulillah usaha saya sampai saat berjalan lancar via aplikasi ini terutama transaksi via cod sukses selalu pos indonesia,admin merespon keluhan user terimakasih kerjasamanya alhamdulillah usaha berjalan lancar via aplikasi transaksi via cod sukses pos indonesia,"['admin', 'merespon', 'keluhan', 'user', 'terimakasih', 'kerjasamanya', 'alhamdulillah', 'usaha', 'berjalan', 'lancar', 'via', 'aplikasi', 'transaksi', 'via', 'cod', 'sukses', 'pos', 'indonesia']",admin merespon keluh user terimakasih kerjasamanya alhamdulillah usaha jalan lancar via aplikasi transaksi via cod sukses pos indonesia
Alhamdulilah mantuuuul,3,Netral,alhamdulilah mantuuuul,alhamdulilah mantuuuul,"['alhamdulilah', 'mantuuuul']",alhamdulilah mantuuuul
"Sumpah ngelag... 😠😠😠 Lambat banget situs nya.. perbaiki donggg.. masak kalah swasta.. mending anggaran negara buat memajukan swasta aja, jangan buat bayar hutang BUMN.😠 jangan Manja dong.. bayar hutang sendiri lah. Kerja nya yang bener , masak mau bikin order satu aja ngelag terus.. BUMN kalah sama swasta😠 Udah jadi orderan satu tinggal print eh buffering lelet nya minta ampun.. orderan cuman satu loh .. gimana kalo ribuan order😡 payah",1,Negatif,sumpah ngelag  lambat banget situs nya perbaiki donggg masak kalah swasta mending anggaran negara buat memajukan swasta aja jangan buat bayar hutang bumn jangan manja dong bayar hutang sendiri lah kerja nya yang bener  masak mau bikin order satu aja ngelag terus bumn kalah sama swasta udah jadi orderan satu tinggal print eh buffering lelet nya minta ampun orderan cuman satu loh  gimana kalo ribuan order payah,sumpah ngelag lambat banget situs nya perbaiki donggg masak kalah swasta mending anggaran negara memajukan swasta aja bayar hutang bumn manja bayar hutang kerja nya bener masak bikin order aja ngelag bumn kalah swasta udah orderan tinggal print eh buffering lelet nya ampun orderan cuman loh gimana kalo ribuan order payah,"['sumpah', 'ngelag', 'lambat', 'banget', 'situs', 'nya', 'perbaiki', 'donggg', 'masak', 'kalah', 'swasta', 'mending', 'anggaran', 'negara', 'memajukan', 'swasta', 'aja', 'bayar', 'hutang', 'bumn', 'manja', 'bayar', 'hutang', 'kerja', 'nya', 'bener', 'masak', 'bikin', 'order', 'aja', 'ngelag', 'bumn', 'kalah', 'swasta', 'udah', 'orderan', 'tinggal', 'print', 'eh', 'buffering', 'lelet', 'nya', 'ampun', 'orderan', 'cuman', 'loh', 'gimana', 'kalo', 'ribuan', 'order', 'payah']",sumpah ngelag lambat banget situs nya baik donggg masak kalah swasta mending anggar negara maju swasta aja bayar hutang bumn manja bayar hutang kerja nya bener masak bikin order aja ngelag bumn kalah swasta udah order tinggal print eh buffering lelet nya ampun order cuman loh gimana kalo ribu order payah
mbulet ae koyok susur gak jelas terus sdm nya kurang cs d tanya plonga plongo asal ambil karyawan.mohon belajar lagi ke jnt .jne wahana. anda ketinggalan sgt jauh.untuk para reseler mending pakai anda expres.,1,Negatif,mbulet ae koyok susur gak jelas terus sdm nya kurang cs d tanya plonga plongo asal ambil karyawanmohon belajar lagi ke jnt jne wahana anda ketinggalan sgt jauhuntuk para reseler mending pakai anda expres,mbulet ae koyok susur gak sdm nya cs d plonga plongo ambil karyawanmohon belajar jnt jne wahana ketinggalan sgt jauhuntuk reseler mending pakai expres,"['mbulet', 'ae', 'koyok', 'susur', 'gak', 'sdm', 'nya', 'cs', 'd', 'plonga', 'plongo', 'ambil', 'karyawanmohon', 'belajar', 'jnt', 'jne', 'wahana', 'ketinggalan', 'sgt', 'jauhuntuk', 'reseler', 'mending', 'pakai', 'expres']",mbulet ae koyok susur gak sdm nya cs d plonga plongo ambil karyawanmohon ajar jnt jne wahana tinggal sgt jauhuntuk reseler mending pakai expres
Semoga lancar,5,Positif,semoga lancar,semoga lancar,"['semoga', 'lancar']",moga lancar
