content,score,Label
APLIKASI GAK GUNA,1,Negatif
update aplikasi apa an ikie..gag tambah ok tambah gag karuan...kecewa bangets aq... molot kabeh kiriman... fitur cod gagal.terus... besok2 buat apilkasi khusus cod saja..ben ngk ruwettt...,1,Negatif
"Aplikasi apaan ini benar2 sangat sangat kecewa sering banyak error' nya bukannya membantu melancarkan bisnis tapi kok bikin usaha jadi bangkrut banyak customer minta cancel gara2 aplikasi ini yg tidak bermutu sering trobel berhari hari, saya sarankan untuk reseller jgn menggunakan Cod pos Indonesia aplikasi ini dari pada nantinya merugikan usaha anda sendiri.",1,Negatif
banyak error dan updet status pengiriman lama,1,Negatif
Manthaaaaaaaap,5,Positif
Suka lemot kalo masuk ke aplikasi,3,Netral
"Awalnya sy ksih bintang 1 krna lambat sekali. Tp skarang sdh lebih cepat, sy tmbahin bintangx👍👍👍",4,Positif
Kapan ini dipakai scan barcode selalu blank putih aplikasinya.,3,Netral
Tingkatkan kecepatan antarny,4,Positif
Sering eror...mau input data susah....tolong dibenerin,5,Positif
"Nah gini dong membuka diri sama teknologi PT Pos wkwkwk, btw aku download buat aku analisis UIUX kalian gimana, secara punya BUMN wkwkkw",3,Netral
Mantap,5,Positif
Kenapa 2 hari ini saya buat password web tidak bisa ya?,2,Negatif
1. Generate pass nya error terus. Mau masukin invoice jadi nggak bisa. Otomatis orderan molor. 2. History resinya tidak ada. Setiap mau ngelacak kiriman harus masukin nomor resi terus dari awal. 3. Selebihnya oke,2,Negatif
Sering eror..aplikasinya terlalu lama.,1,Negatif
Generat password web gk bisa di klik error' terus...gmna solusinya,3,Netral
Pokokx ok Semua pelayanan,5,Positif
Gangguan terus sih...trus layanan halo 161 fungsinya apa gbs di tlpn,2,Negatif
"Apk kaleng2 susah dpt verifikasi, pelayananan nya kurang bagus cs2 nya pun terlalu lambattttt",1,Negatif
Sangat membantu,5,Positif
"Tolong dibantu pulihkan akun saya,user id lupa no hp dan email ada. Ada cs yang bisa saya hubungi?",5,Positif
Kalau pagi sering gk bisa order,2,Negatif
"Mau kasih saran, sebaiknya resi otomatis diberlakukan seperti jasa ekspedisi yg lain. Lebih mudah dan praktis gakk ribet seperti ini. Ayo dong ikuti perkembangan jaman. Pos kalo mau tetep bersama masyarakat harus ikut perkembangan jaman. Nanti kalo sudah sepertii saran saya, bintang 10 kalo bisa buat POS!",3,Netral
"kenapa indonesia tidak pernah maju""... ini contohnya...",1,Negatif
Sangat membantu,5,Positif
Tolong diperbaiki print label dan invoice. History order juga harusnya udah ada list tanpa harus memasukkan tanggal. Untuk opsi pdf walaupun sudah di page 'Daftar Order' harusnya bisa didownload. Repot bener ni aplikasi..,3,Netral
Good job. I like it.,5,Positif
"Bos Kecamatan Blimbingsari Kab Banyuwangi kenapa gak masuk ?? Jangan tidur terus dev app nya.. suruh kerja.. masak digoogle udh lama kok gak update.. Dilapangan juga gt.. petugas pos pada ribeeet gak kayak JNT, tinggal infokan No Resi Order aja udh masuk semua datanya.. Kalo perlu management perlu pembaharuan tuh payah",1,Negatif
"no resi otomatisnya ga bener2 otomatis seperti tetangga sebelah j** ex****s, coba contek sistem resi otomatis'nya tetangga sebelah.. ini kendala yg sangat memberatkan umkm di seluruh Indonesia. Saya mendukung pos Indonesia krn sangat murah biaya admin COD nya tdk seperti c****o, to*****k, dll. Saran saya pengiriman kilat (3-5hari) dihilangkn, dignti QCOM(1-2hari), sedangkn yg express tdk benar2 express hanya express di tujuan daerah perkotaan aja, kecamatan tdk bs express",2,Negatif
Memang jika dibandingkan dengan aplikasi COD di shopee n lazada aplikasi COD pos memang lebih panjang tahapannya..kurang praktis..tp COD pos ini sangat membantu sekali untuk saya yg penjual kecil dan lingkupnya hanya provinsi saja..untuk wilayah jateng tarifnya sangat murah..pengiriman cepat..pencairan uang juga mudah..trimakasih PT. POS Ind,5,Positif
Bagaimana cara restat qposinaja,4,Positif
NIH GUE VENGALAMAN GUE GA MAU JELEKIN BUMN SEBENARNYA TAVI GUE YANG NGALAMIN TAU GA DARI 50 AN VAKET GUE ADA 7 BARANG RETUR TANVA ALASAN MENDING KALIAN GANTI YANG LAIN JANGAN VOS BANGKRUT KALIAN,1,Negatif
"Aplikasi g mutu.kode verifikasi dianggap invalid, padahal yg kirim kode juga dia.",1,Negatif
"Bayar tilang udah satu bulan lebih belom dikirim juga, padahal dari jakpus ke jaksel doang?! Kok kalah sama jasa kurir wahana yg harganya relatif murah. Makan gaji buta doang ya karyawannya",1,Negatif
Gmn pengiriman pakek pos kurang seportif husus nya kl ngirim ke wilayah madura g pernah nyampek barang di balikin alasan alamat g jelas kurir nya pemalas,1,Negatif
Untuk apk sangat bagus update nya . Tapi untuk masalah COD kenapa uang yang masuk sangat lama padahal sudah diterima 3-4 harian tapi belum juga masuk. Tolong untuk kurir diperbaiki untuk segera setor🤧 Dan lagiii pas waktu kirim saya sering sekali nerima returan😕,1,Negatif
"Sejauh ini oke ..membantu banget buat penjual online spt saya,. Tapi baru hari ini ane coba cek cod ke luar kota kok diluar jangkauan? Apa lagi gangguan? Trims",5,Positif
Coba dulu,3,Netral
Jadi males pakai jsa cod pos ini sekali antar klo nggk ada bisa pulang . Dan blom lagi lelet & kurir nya males2 qpalagi anter di pedesaan,1,Negatif
👍👍👍👍👍 Semoga semakin maju semakin inovative fiturnya. Kapan ya layani pickup tingkat kota kecamatan ? ⭐⭐⭐⭐⭐,5,Positif
"Qposin saya minta update. Setelah update, Mau login lagi gk bisa. Trus gma orderan saya,,, tolong admin perbaiki lg sistemnya",1,Negatif
Not recomended Aplikasi sering error gak jelas,1,Negatif
"Mengecewakan sekali Pengiriman barang dari tanggal 26okt sampek sekarang tanggal 12nov gak sampai² Padahal masih 1provinsi surabaya jember tapi kok lama banget, ini kurir yang lelet atau apa ya? MENGECEWAKAN SEKALI apalagi pas brang sudah diterima pembeli tapi uang setoran CODnya baru masuk 3-7harian Hello pos, kita penjual juga butuh uang itu buat modal lagi Tolong ya diperbaiki lagi sistemnya Kalau belum bisa COD dengan layak gausah deh buka sistem COD",1,Negatif
setelah di perbarui malah tambah ribet. aksesnya sulit. mohon lebih di permudah. untuk pengambilan tokennya,1,Negatif
"Uda enak yg lama, pas d update mw upload data g bisa², dr subuh coba smpek jari pegel ttp g bsa d proses, 😭 tmbah ksulitan",1,Negatif
Manteb dan jangan bosan2 membenahi aplikasi yg super solutif ini..mantab buat pos..saya kaasih bintang 5,5,Positif
bagus,5,Positif
Masak udah punya akun tidak bisa masuk. Aneh,3,Netral
"Parah pengiriman dalam kota hanya jarak sekitar 30 km dari sabtu sampe kamis barang belum nyampe , di cek lewat aplikasi barang berhari2 ketahan di depo cabang, costumer complain napa barang belum datang2 , padahal alamat sudah jelas nomer telpon / wa aktif juga ada...kalo begini trus2an bisa pada cancel pelanggan!rugi kita sebagai pedagang Akirnya coba beralih ke sebelah , barang di ambil di rumah gak ribet , gak sampe 2 hari sampe....cair duitnya juga cepet! 👎",1,Negatif
Kecewa sekali....kirim sesama jatim sdh 8hari gk sampe2.,1,Negatif
Bagusan pake aplikasi sebelumnya,2,Negatif
Ok,5,Positif
"Kurirnya pada MALAS semua...!!!! COD banyak yg gagal, pakai yg lain bisa tapi POS mesti Gagal...!!! Bobrok..",1,Negatif
"Qposin nya kok makin g paham nya kok ganti fersi makah bingung Biasa nya cek kota pelanggan/ cek ongkir pelanggan enak isi alamat kota pelanggan sdah muncul ongkir nya, skarg p harus di isi semua paket nama brg jumblah brg bla"" baru muncul. Ongkir nya",3,Netral
"Aplikasi ny susah x di gunakan, masak iy, untuk kabupaten labuhanbatu aja mencari kecamatan tidak bisa malah disuruh dr web, giliran buka dr web email/pass selalu salah. Maksud ny apa sih? Udah gitu kalo cod tanpa ada konfirmasi barang d retur dgn alasan pembeli tdk mau menerima, dan pembeli boleh membongkar sebelum uang di terima kurir, kalo kayak gini terus penjual yg di rugikan udah membayar ongkir deluan. Tolong d perbaiki pelayanan spt ekspedisi lain yg tdk membenarkan cust utk membongkar.",1,Negatif
Aplikasi gak guna. Bolak balik ketik berat kiriman tapi disitu2 aja. Gak jelas!!!,1,Negatif
"Sistem codnya sangat mengecewakan... Kurirnya banyak yg nakal paket sudah diterima pelanggan tapi uang tidak disetorkan. Untuk laporan klaimnya susah lagi,, lapornya entah kemana. Kalo kayak gini trs cod pos bisa sepi.",1,Negatif
"Kalo gini terus , lu gabakalan maju , ga ngakuin kalo konsumen adalah raja . Selamat berkemunduran",1,Negatif
"Pelayanan jelek banget banget banget!!!! Rugi mah pake pos. Barangnya yg ga sampai di bilang sampai, lambat banget pengirimannya, petugasnya judes2 semua. Payah!!!",1,Negatif
"Cocok sebagai alternatif seller online yang pola marketingnya di FB, IG, group WA, Telegram",5,Positif
cekk,5,Positif
Gak bisa buka... Padahal tdk lupa pin,3,Netral
Sudah kejadian lagi berulang lagi.. Barang sudah diterima pelangan 10hari yg lalu di status masih blm terkirim.. Uang cod juga gak dikirim sudah terjadi 5kali kek gini mulu.. Saran saya kasih Kontak komplain.. Sama di apk sekarang gak bisa lihat history perjalanan.. Mohon diperbaiki,1,Negatif
Oke,3,Netral
Sumpah mengecewakan bangettt aplikasinya .. Udah upgrade2 ttep ae gak bisa ..,1,Negatif
kenapa setelah pake apk yg baru ini gak bisa masuk sama sekali pulihkan gimana verifikasi gak masuh whatsapp aduhhhh mau cod susah mudah yang apk lama,1,Negatif
"Saya penjual, mau jual pakai sistem cod pakai pos, tp ribet, engga praktis, mau order aja harus buka aplikasi dulu, baru masuk web. Masuk web juga susaaah, salah2 terus (email/paswordnya). Di web engga bisa copas( harus ketik2 ulang manual) kelamaan. Tolong kalau buat itu 1aplikasi yang bisa buat semua (order,lacak paket,cek ongkir dll) jadi praktis kyk clo**o.",1,Negatif
Bener2 burukkkk.. uang ke tahan hampir 2 juta. Udah seminggu d terima barangnya. uang gak masukkkkkkkmm!!! Ganti jnt yg lebih cepat. Cape sendiri di pos mah,1,Negatif
Bagus,5,Positif
"This is a very annoying service, right, I'm sorry I used it",1,Negatif
"PT pos gak profesional. Saya kirim barang ke palangkaraya dari tanggal 27 oktober, sampai tanggal 31 oktober barang masih ketahan di gudangnya di jakarta selatan. Tutup aja perusahaan kau",1,Negatif
Pengirimannya via cod eh barang udah sampai dikantor pos malah suruh penerima untuk ambil. Jika ada konsumen yang me-return/cancel barang yang dirugikan siapa?.sedikit keluhan dari penjual yang banyak resiko kerugian,1,Negatif
Lemot tidak bisa di gunakan,1,Negatif
Kenapa saya dnwload tidak bisa ya. Muter trus gitu,1,Negatif
Ok,5,Positif
Terus maju pak pos,5,Positif
Mantap,5,Positif
CS SANGAT MENGECEWAKAN DI WA GA PERNAH BALAS SEDANGKAN UNTUK AKTIFKAN COD HARUS WA CS DULU. Gimana mau daftar KALAU CS GAK KOPERATIF. DI WA 5 HARI GA DI BALAS. MANAJEMEN BURUK!!!,1,Negatif
"Pelayanan buruk. Sistem berubah2, sering ada kendala namun tdk ada solusi.",1,Negatif
"Padahal barang udah nyampe pelanggan, uang udah di kasih ke kurir. Tapi kok ga masuk2 di pos giro nya.. pelayanannya juga sangat buruk, barangnya juga langsung retur aja, ga konfirmasi apa2, padahal pelangganya mau ngambil ke kantor.. tolong di perbaiki sistem nya.. biar sama2 jalan.",1,Negatif
"Kenapa generate password nya gak bisa padahal keburu ngirim barang, pliss diperbaiki kalau seperti ini merugikan penjual. Menurutku ini lumayan ribet sistemnya harus ambil password baru bisa login di web. Ini bener2 ribet dan sistemnya gak bagus masa gak ada apa2 generate password nya gak bisa",1,Negatif
Gmn cara cetak invoice/label pengirimanya,4,Positif
Padahal status pake saya sdh d terima dari siang. Tapi belum masuk ke saldo penjual sampai malem ini. Kecewa berat. Mndingan pakai jnt bagus dan cepat tanggap. Ongkir saya juga di pos hangus 58.000,1,Negatif
"Pt pos belum siap dengan layanan kayak gini,, terlalu memaksakan.. Sistem cod ada yg kembali pembeli g dihubungi sama kurir padahal ada nomor hpnya.. Sistem resi dibuat simpel aja kayak kurir2 swasta g ribet harus pake print gitu..",1,Negatif
Alhamdulillah,5,Positif
jika ganti nomer bagaimana cara untuk aktifin dengan email yang sama??,1,Negatif
"Kenapa pas mau pulihkan akunnn gabisa, gak ada kode masuk padahal udah berkali kali. Makin ribettt, bukannya mempermudah malah makin ribett pakek aplikasi ini. Kecewa banget",1,Negatif
Kirim paket sampai 5 hari gak sampai2. Sampai di konsumen pada ngeluh. Tolong pihak pos mohon diperbaiki. Padahal kirim paketnya deket.,1,Negatif
Lemot sekali padahal udah pke wifi juga,1,Negatif
Untung.nya belum pernah transaksi pakai pos... baru daftar trus log in tp katanya pin salah.. padahal bener jd mikir ni mau pakai jasa pos.,1,Negatif
Kenapa Aplikasi ga bisa di buka Sama sekali.,1,Negatif
Aplikasi jelek..masa gara2 salah ketik sekali dan udah bisa diganti malah ga bisa masuk,1,Negatif
Good,4,Positif
"Jelek saldo lama yang mau cair bahkan lebih 1 minggu dan perlu konfirmasi ke teler terlebih dahulu baru dicairkannn, lebih nyaman pakek sistim COD yg dulu",1,Negatif
"Pakai pos lamaaaaa bangetttttt sampainya, bisa sebulanan lebih, kalau tidak dikomplain bisa hilang itu paket. Paket sudah sampai kota tujuan tetap tidak diantarkan ke penerima. Dasar malas. Beda banget dengan JNE dan J&T, yg cuma 3 hari meski beda pulau. Paket cod kadang sudah diterima eh uangnya ditahan tidak langsung disetor ke pos giro, harus dikomplain lagi berhari-hari baru uangnya bisa masuk. Kalian ini kerja digaji tau!!!! Jangan cuma makan gaji buta!!!",1,Negatif
"Sistem Lacak perlu di tingkatkan,Agar bisa lihat histori kiriman di aplikasi.Untuk System CODnya kurang di bagian stor Langsung, setelah barang diantar.",2,Negatif
top,5,Positif
"Saya sangat kecewa dengan sistem cod yang sekarang cuma sekali antar, ini bisa merugikan seluruh konsumen cod karena kita sdh bayar ongkos kirim yg paket seenaknya di gagalkan sama kurir. Mohon tingkat kinerjanya di tingkatkan, masa pny negara pelayanan jelek!!",1,Negatif
"Aplikasi cod jelek banget. Setor barang tgl 2, nyampe ke pembeli tgl 8. Pengiriman lama banget coy. Dan sampe tgl 12 masak di data uang cod belum di setor. Yaelah bolak balik cek belum masuk PGM dong. Mana duit seuprit itu mau buat muter dagang lagi. Kalian yg mau pake sistem cod pos, mending cari ekspedisi lain aja syai. Update tracking nya juga lemot",1,Negatif
Kenapa kode verifikasi saya gak dikirim kirim,1,Negatif
Ga ada masalah dgn aplikasinyaa...tapi oknum kurir pos nya kurang amanah...pandai mengelabuhi data...cust udah terima barang dan titip uang tapi tidak segera di setor...apa bedanya dgn penggelapana uang tidak sesuai dgn moto pos yg Amanah...mungkin pak erick harus tau siapakah saja oknum kurir pos yg nakal ...segera di copot agar tidak mempengaruhi citra pos yg sudah baik...mohon di tindak lanjuti..,3,Netral
Aplikasi ini sangat membantu dan tidak perlu nunggu Antri di kantor pos. tinggal Tunjukkan kode booking terus cetak resi. dan sangat mudah cek ongkir dan lacak kiriman serta memudahkan dalam transaksi COD. Dan aplikasi ini sangat modern dan yang paling dibutuhkan saat ini.,5,Positif
Aplikasi diperbarui kenapa semakin ribet. Malah enak pake yg versi lama.,1,Negatif
Sangat membantu dalam pengiriman barang,5,Positif
Tiga dulu. Karena pengiriman lama banget. Purbalingga jawa tengah kirim ke cibodas tangerang 3 minggu belum sampai. Akhirnya pembeli membatalkan pesanannya. Mohon tingkat kan kinerja kurirnya. Mungkin kurirnya males2 kali yaa.,3,Netral
Tanya min? Kenapa untuk transaksi kirim COD harus via websitenya. Apa gk cukup dari aplikasi ini saja? Kan udah ada menu QOB juga di aplikasi. Thanks.,3,Netral
"Masa mau log in ga bisa katanya salah pin, mana mungkin salah org saya hapal betul pinya, pdhl baru aja pke COD , ntr kalo uangmya masuk ilang dong ?????? Karna saya ga bisa log in, GILA SIH INI APLIKASI TERBURUK YG PERNAH SAYA COBA, MASIH MENDING COD PAKE JNT !!!!!!!!!!!!!",1,Negatif
aplikasinya besar filenya,1,Negatif
Sangat membantu,5,Positif
Bagus,5,Positif
Tidak dapat verifikasi ke nomer watshapp,1,Negatif
Serius nanya ini kalau mau komplen uang belum cair kemana ya? Saya udh kirim cod 4 paket baru 1 yg cair. Padahal uang muter terus buat modal 😟 saya nanya ke kantor posnya disuruh nunggu terus 😭 sampai kapan ?,1,Negatif
Dengan hormat saya minta untuk sistem cod. Jika uang sudah di dapat mohon langsung disetorkan. Awal mnggunakan sstem cod cepet banget disetorkan trus lama kelamaan kok ndak di setpr-setorkan udah hampir sebulan mngkin lebih... Sbagai penjual online yang masih kecil dan mmpunyai modal yang sangat cupet jadi terkendala.. Mohon bisa diperbaiki pelayanannnya.. Terimakasih :),1,Negatif
"App dan website terKONYOL karena tidak ada fitur edit atau cancel, gimana kalo ada salah pengisian form....LOL",1,Negatif
Susah sekali pt pos perbaiki donk,2,Negatif
Baik,5,Positif
Kirim ke madura kok gak ada menunya,1,Negatif
"mantap, tingkatkan trs transformasimu pak posss",5,Positif
"Alhamdulillah jadi mudah untuk kirim paket, bisa di jemput kerumah dan bisa COD juga.. Thanks ya pak pos.. semoga semakin lebih baik lagi pelayanannya.. aammiinn",5,Positif
Mayan lama cairnya,5,Positif
"Bagaimana Cara Mengatasi ""Scynronize Failed"" Saat Akan Melakukan Order",3,Netral
"Mantap kantor pos dalam genggaman, bisa untuk kirim cod ritail digandeng dengan Pos Giro Mobile sebagai penampung uang cod.",5,Positif
Sangat membantu kami sbg pedagang online ...hebringlah pokona mah,5,Positif
Sangat membantu ..👍,5,Positif
Pos Juara,5,Positif
Mantap Kali,5,Positif
"Alhamdulilah, sangat membantu. Semoga Pos Indonesia semakin Juara...",5,Positif
Mantap mantap,5,Positif
Mending aplikasi yg lama..yg baru sulit sekali pemakaianya...ribet,1,Negatif
Ini pos indonesia courier mantap tingkatkan dan majukan terus tetap semangat,3,Netral
"Susah dan ribet, petugasnya ga ngasih penjelasan yg detail .. aplikasinya ga sekalian jadi satu.",1,Negatif
"Kelebihan Pos 1. BISA COD Kekurangan 1. Dana COD dikantongin dulu sama kurir pos. Nunggu dikomplen sampai 1,2,3 Minggu mpe 1 bulan.gajinya kurang ya pak? Saya pedagang, itu uang buat muter buat kulak lagi.biar lancar..eh ente yg ngrusakin rencana indah ana. 2. CS dikantor tidak bisa menyelesaikan masalah.sampai kelen semua mau coba bolak balik 3x sehari pun jawabnya tetep itu2 aja.AWAS GAJI BUTA! 3. PAKET RETUR ga segera dikirim ditarik nunggu komplen dulu sampek negara api menyerang. 🤮🤮🤮",1,Negatif
Updete kiriman payaaah gk ok .,1,Negatif
"Kenapa uang COD saya belum di setorkan ke PGM ? Ini di gunakan dulu atau gimana ,selain itu paket udah di terima tapi tulisan nya gagal antar",1,Negatif
"Saya telah pakai,dan klik pick up,tapi sampai semingguan tidak ada jemputan paket..klu gini trus bisa brantakan penjualan..",1,Negatif
Pelayanan sangat jelek padahal bumn selow respon setiap ada masalah pencairan tiap konter kada suka ga ada uang,1,Negatif
Sangat sangat Buruk sekali,1,Negatif
Masih awal bintang 1 dulu yah,1,Negatif
Mantaap,4,Positif
Eror terus,1,Negatif
Lemot. Kalo belom siap jangan diterapin. Perbaiki dulu sampai bener2 enak digunakan aplikasinya. Pengguna jadi gak nyaman,2,Negatif
Kok di versi baru tidak ada cetak invoice buat di tempel di paket?,3,Netral
"Sulit Digunakan, tidak bisa mengingat alamat pengirim. Mohon untuk update secepatnya",1,Negatif
Payah di update malah loading alamat pengirim,2,Negatif
saya sarankan jangan pakai pos..dr pada menyesal.... pakai kurir lain saja,1,Negatif
Baik,5,Positif
Mantap .. udah banyak yang di perbaiki perlahan lahan,5,Positif
"Lebih bagus aplikasi yg pertama lebih lengkap bisa lihat status pengiriman sudah selesai sampai sudah dibayar blm , Aplikasi yg ini malah gak bisa ngecek kiriman",4,Positif
"Aplikasi tai ini mah 😠 bikin repot aja Dftr ga bisa pulihkan akun juga ga bisa Enak'an qpos sebelum nya . Kirim pake pos makin ribet aja lama"" ga laku jasa pos gara"" aplikasi satu ini . Ga guna",1,Negatif
pengirimannya terlalu buruk. brg dr madura ke lamongan hampir sebulan. mending gak usah dibuka cod nya.,1,Negatif
Hilangnya tracking/pelacakan kiriman di aplikasi terbaru. Harusnya ada menu hapus booking yang salah/tdk jadi di proses.,2,Negatif
Susah bnget buat login ke aplikasi qob nyobak dicrome juga sama ae.berkali2 diunistal trus pasang lagi tetep aja nggk nyambung.bantu dong mind perjuangan loh balak balik kekantor pos masak iya nggk bisa juga.kecewa bnget klo gitu,1,Negatif
susah banget.masa setiap masuk harus pakai kode.kodenya gonta ganti terus lg,1,Negatif
Sulit digunakan. Sudah berulang kali menambahkan alamat tetapi keterangannya belum menambahkan alamat. Selain itu juga tidak ada pilihan simpan di tambahkan alamat sehingga meski sudah mengisi tidak pasti apakah alamat memang benar benar tersimpan.,1,Negatif
Loding lama,5,Positif
sdh di update nggak bs di buka,1,Negatif
"semakin sulit saja untuk masuk generate nya ... kenapa mesri ada pembaruan si kalau ujung"" nya di persulit gini .... kembali lagi ke yang pertama dong",1,Negatif
"Tolong disampaiakan ke Kantor POS pusat 1. Menu lacak paket diaktifkan di menu secara otomatis tnpa input no resi di halaman luar biar penjual selalu tau update kiriman. 2. Klo brng sudah sampe tolong bagi Pengantar lngsung drop manifest terima di sistem,,dan bagi KPC langsung otorisasi agar dana lamgsung masuk ke PGM penjual 3. mhn dibuatkan reminder/alert sistem untuk kiriman COD yg sudah smpe tp dana belum masuk sistem lebih dari 3 hari, ini masuk Ranah FRAUD. 4. Trimakasih sdh ada COD",5,Positif
"Masih ribet, tidak bisa copy kode booking / resi. Update terbaru malah nggak bisa lacak kiriman di order history. Dasar BUMN!",1,Negatif
Baru saja install..trus dpt wa no notifikasi utk aktivasi..setelah berhasil..coba masuk cek cek aplikasi nya..trua ga sengaja liat lg ke profile wa yg info no aktivasi..ko pp nya foto wanita gt ya...trus no tlp nya jg no biasa...kayak ga resmi gt...jd saya uninstall aja..takut nya ada apa apa...apakah ada yg sama jg ga ya..yg baru2 install app ini...,1,Negatif
Aplikasi gini ko dari BUMN.. banyak yang memberi bintang satu tapi tidak pernah ada perbaikan. Kapan Indonesia mau maju.,1,Negatif
Susah sekali ga bs login bos,5,Positif
Sulit sekali. Pernah uninstall tpi masuk lagi gak bs. Gak bs dapat pasword web juga. Sulit sekali aplikasi ini. Membingungkan,1,Negatif
Yayaya,2,Negatif
"Seandainya ni aplikasinya QPOSIN & PGM di jadiin satu aplikasi, mgkin jd lebih mudah, Tambahan lagi,, proses penyetoran dana ny d perbaiki dong,, Masa BUMN KALAH SAMA SWASTA?? 🤭",3,Netral
"Mohon info sejak saya instal aplikasi ini 3 hari yg lalu kenapa setiap generate pasword web gagal dgn notif ""Tidak dapat memproses permintaan anda, mohon coba beberapa saat lagi"" ? Padahal ini langkah awal ketika ada orderan, please advice.",3,Netral
"Kualitas pos sangat buruk. Kalau COD, user harus input sendiri, itu pun aplikasi nya lebih sering ndak bisa... Jadi pengiriman delay ber hari hari hanya gara"" Tdk bisa input di aplikasi. Mengecewakan",1,Negatif
Genered web paswood ga bisa dibuka kenapa ya.....,2,Negatif
keren aplikasinya,5,Positif
Lemot,1,Negatif
👍🏻👍🏻👍🏻👍🏻,5,Positif
Ruwet pooool,1,Negatif
Koq jadi error terus gak lancar kyk dulu,1,Negatif
Sangat memudahkan untuk transaksi.. Olshop ketika ingin berjualan,5,Positif
"Sulit sekali pemakaiannya,kenapa setiap kali login harus konfirmasi pakai media lain,..setiap buka harus password,kemudian pass generate dari hp,masuk lagi ke web, baru transaksi,.kenapa tidak menggunakan cara sperti marketplace lainya saja,konfirmasi user tetap sekali menggunakan gmail,..seperti transaksi milyardtan aja,belum lagi pass generate pass dari hp lagi rusak lagi,..mohon evaluasinya lagi biar makin oke.,..trims",2,Negatif
"aplikasi lemot, masih enak yg lama.....",1,Negatif
Mantap,5,Positif
Sangat bagus,5,Positif
"Mudah untuk bertransaksi kirim2 paket, bisa cod juga, sangat membantu",5,Positif
"Aplikasi sudah oke, Tapi untuk pelaksana/SDM (kurir) kalau customer sudah bayar (COD) uang segera di setor ke rek pos giro seller. Tidak harus nunggu di komplain dari seller baru di proses.",3,Netral
Customer saya udah Nerima barang tuh cod kan eh ga taunya di komputer masih proses..uangnya nggak segera di setorin lagi...kita ini pedagang pak uang juga buat muter...tolong dong yg gercep,3,Netral
"Ini sangat membantu saya, tapi masih ada kurir yang tidak mau mengantar langsung ke tempat customer saya dan tidak memberi kabar sama sekali.",3,Netral
Yang sering ada trobel mungkin jaringanmu jelek,5,Positif
Ok,5,Positif
Top,5,Positif
Bengkel motor loakan,5,Positif
Tolong pulihkan akun gak bisa login2...suruh nunggu kiriman kode dari whatsaap tapi tidak di kirim2....,1,Negatif
Oke,5,Positif
Bagus,5,Positif
habis di update kok suruh update terus nggk bisa dibuka lagi😧 bantuannya dong,2,Negatif
"Mantap,mempermudah pelanggan",4,Positif
Top bangets,5,Positif
Semoga lancar,5,Positif
Sangat membantu untuk aplikasi ini,5,Positif
Bagus.....,5,Positif
Gak bisa input data alamat.. Susah lebih bagus yg kemaren.. Cukup ⭐ yg berbicara,1,Negatif
Sangat membantu bagi pebisnis olshop,5,Positif
Ok,5,Positif
Oke,5,Positif
Joos gandoss,5,Positif
Cocok buat para pebisnis oline shop.. good buat PT Pos indonesia,5,Positif
Semakin mudah kirim paket lewat pos,4,Positif
"Kirim paket gk ribet, yg mau sistem COD monggo,. Siplah, semoga semakin jaya pos Indonesia",5,Positif
"Aplikasi yg sangat membantu,, thakns PT POS",5,Positif
Keren pos,5,Positif
Lanjutkan.. semoga semakin jaya..,5,Positif
"Mantabbbb.... Sangat membantu, buat orderan jadi mudah nih, bisa cod/non cod juga,,, semoga semakin berkembang PT Pos Indonesia 👍👍👏👏",5,Positif
"Sangat membantu, boking kiriman mudah",5,Positif
Semoga bermanfaat bagi kita semua,5,Positif
Sangat mendukung,5,Positif
"mantaappp gan...menu komplit, praktis, mempermudah pebisol nih, lancar terus yah buat aplikasinya",5,Positif
Aplikasinya sangat membantu sekali👍,5,Positif
Bagus,5,Positif
Keren Kantorpos selalu berinovasi. Semakin bagus pelayanannya. Keren pokoknya. Saya langganan di kantorpos.,5,Positif
Keren sekali Sangat membatu kirim paket keseluruh indonesia bisa cod dan non cod,5,Positif
Alhamdulillah.. semoga bisa memberikan kemudahan dan manfaat,5,Positif
Setelah di-update malah ngak karuan... Ngak bisa masuk dan pulihkan akun.. mohon bantuan buat team pos,1,Negatif
mantap sekali.. 👍 sangat membantu,5,Positif
"Mudah digunakan, membantu sekali",5,Positif
Aplikasi sangat membantu. Terimakasih Pos Indonesia,5,Positif
Terima kasih PT. Pos Indonesia telah memberikan kemudahan kpd kami dengan adanya aplikasi ini. #QPOSin AJA Pos Indonesia.#,5,Positif
"Mantab kirim pickup mudah langsung update,uang cod masuk rek",5,Positif
"mempermudah kiriman cod, lebih mudah apabila dibuat format seperti versi web.",5,Positif
Sangat membantu terima kasih banyak,5,Positif
Sangat membantu terimakasih,5,Positif
Alhamdulillah membantu...,5,Positif
Terima kasih pos indonesia dengan adanya layanan ini bisnis olshop saya semakin ramai dan banyak orderan ....#Qposinajjjjaaaah#posindonesia,5,Positif
Aplikasi yang bagus dengan kemajuan teknologi ... Semangat pos indonesia .semangat setia selalu ...,5,Positif
Mantap,5,Positif
"Aplikasi sangat membantu dalam penjualan olshop ku, Thxs",5,Positif
Aplikasi kerenn.. Buat Cod dan Non Cod bisa. Keseleruh Indonesia lagi. Josss 👍👍,5,Positif
Aplikasinya sangat membantu,5,Positif
Alhamdulillah.....sangat membantu....👍😀,5,Positif
